source_desc,country_code,util_practice_desc,short_desc,Value,end_code,county_name,CV (%),group_desc,watershed_desc,reference_period_desc,state_ansi,agg_level_desc,zip_5,domain_desc,county_code,sector_desc,week_ending,country_name,unit_desc,county_ansi,year,asd_desc,region_desc,class_desc,begin_code,state_fips_code,asd_code,freq_desc,statisticcat_desc,commodity_desc,state_name,prodn_practice_desc,state_alpha,congr_district_code,location_desc,watershed_code,domaincat_desc,load_time
CENSUS,9000,GRAIN,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",78,00,,32.6,FIELD CROPS,,YEAR,51,STATE,,TOTAL,,CROPS,,UNITED STATES,OPERATIONS,,2018,,,ALL CLASSES,00,51,,ANNUAL,AREA HARVESTED,CORN,VIRGINIA,IRRIGATED,VA,,VIRGINIA,00000000,NOT SPECIFIED,2018-02-01 00:00:00
CENSUS,9000,GRAIN,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",31,00,,66.1,FIELD CROPS,,YEAR,51,STATE,,WATER SOURCE,,CROPS,,UNITED STATES,OPERATIONS,,2018,,,ALL CLASSES,00,51,,ANNUAL,AREA HARVESTED,CORN,VIRGINIA,IRRIGATED,VA,,VIRGINIA,00000000,WATER SOURCE: (GROUND),2018-02-01 00:00:00
CENSUS,9000,GRAIN,"CORN, GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",68,00,,35.2,FIELD CROPS,,YEAR,51,STATE,,WATER SOURCE,,CROPS,,UNITED STATES,OPERATIONS,,2018,,,ALL CLASSES,00,51,,ANNUAL,AREA HARVESTED,CORN,VIRGINIA,IRRIGATED,VA,,VIRGINIA,00000000,WATER SOURCE: (ON FARM SURFACE),2018-02-01 00:00:00
CENSUS,9000,GRAIN,"CORN, GRAIN, IRRIGATED - WATER APPLIED, MEASURED IN ACRE FEET / ACRE",0.4,00,,26.2,FIELD CROPS,,YEAR,51,STATE,,"IRRIGATION METHOD, PRIMARY",,CROPS,,UNITED STATES,ACRE FEET / ACRE,,2018,,,ALL CLASSES,00,51,,ANNUAL,WATER APPLIED,CORN,VIRGINIA,IRRIGATED,VA,,VIRGINIA,00000000,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",2018-02-01 00:00:00
CENSUS,9000,GRAIN,"CORN, GRAIN, IRRIGATED - WATER APPLIED, MEASURED IN ACRE FEET / ACRE",0.4,00,,26.2,FIELD CROPS,,YEAR,51,STATE,,TOTAL,,CROPS,,UNITED STATES,ACRE FEET / ACRE,,2018,,,ALL CLASSES,00,51,,ANNUAL,WATER APPLIED,CORN,VIRGINIA,IRRIGATED,VA,,VIRGINIA,00000000,NOT SPECIFIED,2018-02-01 00:00:00
CENSUS,9000,GRAIN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",200,00,,8.5,FIELD CROPS,,YEAR,51,STATE,,"IRRIGATION METHOD, PRIMARY",,CROPS,,UNITED STATES,BU / ACRE,,2018,,,ALL CLASSES,00,51,,ANNUAL,YIELD,CORN,VIRGINIA,IRRIGATED,VA,,VIRGINIA,00000000,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",2018-02-01 00:00:00
CENSUS,9000,GRAIN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",200,00,,8.5,FIELD CROPS,,YEAR,51,STATE,,TOTAL,,CROPS,,UNITED STATES,BU / ACRE,,2018,,,ALL CLASSES,00,51,,ANNUAL,YIELD,CORN,VIRGINIA,IRRIGATED,VA,,VIRGINIA,00000000,NOT SPECIFIED,2018-02-01 00:00:00
CENSUS,9000,SILAGE,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED","5,122",00,,53.8,FIELD CROPS,,YEAR,51,STATE,,"IRRIGATION METHOD, PRIMARY",,CROPS,,UNITED STATES,ACRES,,2018,,,ALL CLASSES,00,51,,ANNUAL,AREA HARVESTED,CORN,VIRGINIA,IRRIGATED,VA,,VIRGINIA,00000000,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",2018-02-01 00:00:00
CENSUS,9000,SILAGE,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED","5,122",00,,53.8,FIELD CROPS,,YEAR,51,STATE,,TOTAL,,CROPS,,UNITED STATES,ACRES,,2018,,,ALL CLASSES,00,51,,ANNUAL,AREA HARVESTED,CORN,VIRGINIA,IRRIGATED,VA,,VIRGINIA,00000000,NOT SPECIFIED,2018-02-01 00:00:00
CENSUS,9000,SILAGE,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED",672,00,,24.0,FIELD CROPS,,YEAR,51,STATE,,WATER SOURCE,,CROPS,,UNITED STATES,ACRES,,2018,,,ALL CLASSES,00,51,,ANNUAL,AREA HARVESTED,CORN,VIRGINIA,IRRIGATED,VA,,VIRGINIA,00000000,WATER SOURCE: (GROUND),2018-02-01 00:00:00
CENSUS,9000,SILAGE,"CORN, SILAGE, IRRIGATED - ACRES HARVESTED","4,450",00,,61.0,FIELD CROPS,,YEAR,51,STATE,,WATER SOURCE,,CROPS,,UNITED STATES,ACRES,,2018,,,ALL CLASSES,00,51,,ANNUAL,AREA HARVESTED,CORN,VIRGINIA,IRRIGATED,VA,,VIRGINIA,00000000,WATER SOURCE: (ON FARM SURFACE),2018-02-01 00:00:00
CENSUS,9000,SILAGE,"CORN, SILAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",23,00,,36.1,FIELD CROPS,,YEAR,51,STATE,,"AREA IRRIGATED, HARVESTED",,CROPS,,UNITED STATES,OPERATIONS,,2018,,,ALL CLASSES,00,51,,ANNUAL,AREA HARVESTED,CORN,VIRGINIA,IRRIGATED,VA,,VIRGINIA,00000000,"AREA IRRIGATED, HARVESTED: (100 TO 249 ACRES)",2018-02-01 00:00:00
CENSUS,9000,SILAGE,"CORN, SILAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",24,00,,24.0,FIELD CROPS,,YEAR,51,STATE,,"AREA IRRIGATED, HARVESTED",,CROPS,,UNITED STATES,OPERATIONS,,2018,,,ALL CLASSES,00,51,,ANNUAL,AREA HARVESTED,CORN,VIRGINIA,IRRIGATED,VA,,VIRGINIA,00000000,"AREA IRRIGATED, HARVESTED: (25.0 TO 49.9 ACRES)",2018-02-01 00:00:00
CENSUS,9000,SILAGE,"CORN, SILAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",1,00,,42.4,FIELD CROPS,,YEAR,51,STATE,,"AREA IRRIGATED, HARVESTED",,CROPS,,UNITED STATES,OPERATIONS,,2018,,,ALL CLASSES,00,51,,ANNUAL,AREA HARVESTED,CORN,VIRGINIA,IRRIGATED,VA,,VIRGINIA,00000000,"AREA IRRIGATED, HARVESTED: (250 OR MORE ACRES)",2018-02-01 00:00:00
CENSUS,9000,SILAGE,"CORN, SILAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",23,00,,37.6,FIELD CROPS,,YEAR,51,STATE,,"AREA IRRIGATED, HARVESTED",,CROPS,,UNITED STATES,OPERATIONS,,2018,,,ALL CLASSES,00,51,,ANNUAL,AREA HARVESTED,CORN,VIRGINIA,IRRIGATED,VA,,VIRGINIA,00000000,"AREA IRRIGATED, HARVESTED: (50.0 TO 99.9 ACRES)",2018-02-01 00:00:00
CENSUS,9000,SILAGE,"CORN, SILAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",71,00,,55.4,FIELD CROPS,,YEAR,51,STATE,,"IRRIGATION METHOD, PRIMARY",,CROPS,,UNITED STATES,OPERATIONS,,2018,,,ALL CLASSES,00,51,,ANNUAL,AREA HARVESTED,CORN,VIRGINIA,IRRIGATED,VA,,VIRGINIA,00000000,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",2018-02-01 00:00:00
CENSUS,9000,SILAGE,"CORN, SILAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",71,00,,55.4,FIELD CROPS,,YEAR,51,STATE,,TOTAL,,CROPS,,UNITED STATES,OPERATIONS,,2018,,,ALL CLASSES,00,51,,ANNUAL,AREA HARVESTED,CORN,VIRGINIA,IRRIGATED,VA,,VIRGINIA,00000000,NOT SPECIFIED,2018-02-01 00:00:00
CENSUS,9000,SILAGE,"CORN, SILAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",24,00,,24.0,FIELD CROPS,,YEAR,51,STATE,,WATER SOURCE,,CROPS,,UNITED STATES,OPERATIONS,,2018,,,ALL CLASSES,00,51,,ANNUAL,AREA HARVESTED,CORN,VIRGINIA,IRRIGATED,VA,,VIRGINIA,00000000,WATER SOURCE: (GROUND),2018-02-01 00:00:00
CENSUS,9000,SILAGE,"CORN, SILAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",47,00,,70.4,FIELD CROPS,,YEAR,51,STATE,,WATER SOURCE,,CROPS,,UNITED STATES,OPERATIONS,,2018,,,ALL CLASSES,00,51,,ANNUAL,AREA HARVESTED,CORN,VIRGINIA,IRRIGATED,VA,,VIRGINIA,00000000,WATER SOURCE: (ON FARM SURFACE),2018-02-01 00:00:00
CENSUS,9000,SILAGE,"CORN, SILAGE, IRRIGATED - WATER APPLIED, MEASURED IN ACRE FEET / ACRE",0.3,00,,50.4,FIELD CROPS,,YEAR,51,STATE,,"IRRIGATION METHOD, PRIMARY",,CROPS,,UNITED STATES,ACRE FEET / ACRE,,2018,,,ALL CLASSES,00,51,,ANNUAL,WATER APPLIED,CORN,VIRGINIA,IRRIGATED,VA,,VIRGINIA,00000000,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",2018-02-01 00:00:00
CENSUS,9000,SILAGE,"CORN, SILAGE, IRRIGATED - WATER APPLIED, MEASURED IN ACRE FEET / ACRE",0.3,00,,50.4,FIELD CROPS,,YEAR,51,STATE,,TOTAL,,CROPS,,UNITED STATES,ACRE FEET / ACRE,,2018,,,ALL CLASSES,00,51,,ANNUAL,WATER APPLIED,CORN,VIRGINIA,IRRIGATED,VA,,VIRGINIA,00000000,NOT SPECIFIED,2018-02-01 00:00:00
CENSUS,9000,SILAGE,"CORN, SILAGE, IRRIGATED - YIELD, MEASURED IN TONS / ACRE",23,00,,2.5,FIELD CROPS,,YEAR,51,STATE,,"IRRIGATION METHOD, PRIMARY",,CROPS,,UNITED STATES,TONS / ACRE,,2018,,,ALL CLASSES,00,51,,ANNUAL,YIELD,CORN,VIRGINIA,IRRIGATED,VA,,VIRGINIA,00000000,"IRRIGATION METHOD, PRIMARY: (PRESSURE)",2018-02-01 00:00:00
CENSUS,9000,SILAGE,"CORN, SILAGE, IRRIGATED - YIELD, MEASURED IN TONS / ACRE",23,00,,2.5,FIELD CROPS,,YEAR,51,STATE,,TOTAL,,CROPS,,UNITED STATES,TONS / ACRE,,2018,,,ALL CLASSES,00,51,,ANNUAL,YIELD,CORN,VIRGINIA,IRRIGATED,VA,,VIRGINIA,00000000,NOT SPECIFIED,2018-02-01 00:00:00
CENSUS,9000,GRAIN,"CORN, GRAIN, ORGANIC - ACRES HARVESTED","2,723",00,,24.6,FIELD CROPS,,YEAR,51,STATE,,ORGANIC STATUS,,CROPS,,UNITED STATES,ACRES,,2019,,,ALL CLASSES,00,51,,ANNUAL,AREA HARVESTED,CORN,VIRGINIA,ORGANIC,VA,,VIRGINIA,00000000,ORGANIC STATUS: (NOP USDA CERTIFIED),2018-02-01 00:00:00
CENSUS,9000,GRAIN,"CORN, GRAIN, ORGANIC - OPERATIONS WITH AREA HARVESTED",17,00,,13.2,FIELD CROPS,,YEAR,51,STATE,,ORGANIC STATUS,,CROPS,,UNITED STATES,OPERATIONS,,2019,,,ALL CLASSES,00,51,,ANNUAL,AREA HARVESTED,CORN,VIRGINIA,ORGANIC,VA,,VIRGINIA,00000000,ORGANIC STATUS: (NOP USDA CERTIFIED),2018-02-01 00:00:00
CENSUS,9000,GRAIN,"CORN, GRAIN, ORGANIC - PRODUCTION, MEASURED IN BU","242,373",00,,28.1,FIELD CROPS,,YEAR,51,STATE,,ORGANIC STATUS,,CROPS,,UNITED STATES,BU,,2019,,,ALL CLASSES,00,51,,ANNUAL,PRODUCTION,CORN,VIRGINIA,ORGANIC,VA,,VIRGINIA,00000000,ORGANIC STATUS: (NOP USDA CERTIFIED),2018-02-01 00:00:00
CENSUS,9000,GRAIN,"CORN, GRAIN, ORGANIC - SALES, MEASURED IN $","1,939,624",00,,36.5,FIELD CROPS,,YEAR,51,STATE,,ORGANIC STATUS,,CROPS,,UNITED STATES,$,,2019,,,ALL CLASSES,00,51,,ANNUAL,SALES,CORN,VIRGINIA,ORGANIC,VA,,VIRGINIA,00000000,ORGANIC STATUS: (NOP USDA CERTIFIED),2018-02-01 00:00:00
CENSUS,9000,GRAIN,"CORN, GRAIN, ORGANIC - SALES, MEASURED IN BU","218,013",00,,34.5,FIELD CROPS,,YEAR,51,STATE,,ORGANIC STATUS,,CROPS,,UNITED STATES,BU,,2019,,,ALL CLASSES,00,51,,ANNUAL,SALES,CORN,VIRGINIA,ORGANIC,VA,,VIRGINIA,00000000,ORGANIC STATUS: (NOP USDA CERTIFIED),2018-02-01 00:00:00
CENSUS,9000,GRAIN,"CORN, GRAIN, ORGANIC - OPERATIONS WITH SALES",12,00,,16.5,FIELD CROPS,,YEAR,51,STATE,,ORGANIC STATUS,,CROPS,,UNITED STATES,OPERATIONS,,2019,,,ALL CLASSES,00,51,,ANNUAL,SALES,CORN,VIRGINIA,ORGANIC,VA,,VIRGINIA,00000000,ORGANIC STATUS: (NOP USDA CERTIFIED),2018-02-01 00:00:00
CENSUS,9000,SILAGE,"CORN, SILAGE, ORGANIC - ACRES HARVESTED",323,00,,24.9,FIELD CROPS,,YEAR,51,STATE,,ORGANIC STATUS,,CROPS,,UNITED STATES,ACRES,,2019,,,ALL CLASSES,00,51,,ANNUAL,AREA HARVESTED,CORN,VIRGINIA,ORGANIC,VA,,VIRGINIA,00000000,ORGANIC STATUS: (NOP USDA CERTIFIED),2018-02-01 00:00:00
CENSUS,9000,SILAGE,"CORN, SILAGE, ORGANIC - OPERATIONS WITH AREA HARVESTED",10,00,,19.0,FIELD CROPS,,YEAR,51,STATE,,ORGANIC STATUS,,CROPS,,UNITED STATES,OPERATIONS,,2019,,,ALL CLASSES,00,51,,ANNUAL,AREA HARVESTED,CORN,VIRGINIA,ORGANIC,VA,,VIRGINIA,00000000,ORGANIC STATUS: (NOP USDA CERTIFIED),2018-02-01 00:00:00
CENSUS,9000,SILAGE,"CORN, SILAGE, ORGANIC - PRODUCTION, MEASURED IN TONS","4,955",00,,27.2,FIELD CROPS,,YEAR,51,STATE,,ORGANIC STATUS,,CROPS,,UNITED STATES,TONS,,2019,,,ALL CLASSES,00,51,,ANNUAL,PRODUCTION,CORN,VIRGINIA,ORGANIC,VA,,VIRGINIA,00000000,ORGANIC STATUS: (NOP USDA CERTIFIED),2018-02-01 00:00:00
CENSUS,9000,SILAGE,"CORN, SILAGE, ORGANIC - SALES, MEASURED IN $","27,400",00,,(H),FIELD CROPS,,YEAR,51,STATE,,ORGANIC STATUS,,CROPS,,UNITED STATES,$,,2019,,,ALL CLASSES,00,51,,ANNUAL,SALES,CORN,VIRGINIA,ORGANIC,VA,,VIRGINIA,00000000,ORGANIC STATUS: (NOP USDA CERTIFIED),2018-02-01 00:00:00
CENSUS,9000,SILAGE,"CORN, SILAGE, ORGANIC - OPERATIONS WITH SALES",4,00,,78.7,FIELD CROPS,,YEAR,51,STATE,,ORGANIC STATUS,,CROPS,,UNITED STATES,OPERATIONS,,2019,,,ALL CLASSES,00,51,,ANNUAL,SALES,CORN,VIRGINIA,ORGANIC,VA,,VIRGINIA,00000000,ORGANIC STATUS: (NOP USDA CERTIFIED),2018-02-01 00:00:00
CENSUS,9000,SILAGE,"CORN, SILAGE, ORGANIC - SALES, MEASURED IN TONS",344,00,,(H),FIELD CROPS,,YEAR,51,STATE,,ORGANIC STATUS,,CROPS,,UNITED STATES,TONS,,2019,,,ALL CLASSES,00,51,,ANNUAL,SALES,CORN,VIRGINIA,ORGANIC,VA,,VIRGINIA,00000000,ORGANIC STATUS: (NOP USDA CERTIFIED),2018-02-01 00:00:00
CENSUS,9000,GRAIN,"CORN, GRAIN, IRRIGATED, CHEMIGATION - TREATED, MEASURED IN ACRES",500,00,,32.9,FIELD CROPS,,YEAR,51,STATE,,FERTILIZER,,ENVIRONMENTAL,,UNITED STATES,ACRES,,2018,,,ALL CLASSES,00,51,,ANNUAL,TREATED,CORN,VIRGINIA,"IRRIGATED, CHEMIGATION",VA,,VIRGINIA,00000000,FERTILIZER: (TOTAL),2018-02-01 00:00:00
CENSUS,9000,GRAIN,"CORN, GRAIN, IRRIGATED, CHEMIGATION - OPERATIONS WITH TREATED",10,00,,32.9,FIELD CROPS,,YEAR,51,STATE,,FERTILIZER,,ENVIRONMENTAL,,UNITED STATES,OPERATIONS,,2018,,,ALL CLASSES,00,51,,ANNUAL,TREATED,CORN,VIRGINIA,"IRRIGATED, CHEMIGATION",VA,,VIRGINIA,00000000,FERTILIZER: (TOTAL),2018-02-01 00:00:00
CENSUS,9000,SILAGE,"CORN, SILAGE, IRRIGATED, CHEMIGATION - TREATED, MEASURED IN ACRES",312,00,,24.0,FIELD CROPS,,YEAR,51,STATE,,FERTILIZER,,ENVIRONMENTAL,,UNITED STATES,ACRES,,2018,,,ALL CLASSES,00,51,,ANNUAL,TREATED,CORN,VIRGINIA,"IRRIGATED, CHEMIGATION",VA,,VIRGINIA,00000000,FERTILIZER: (TOTAL),2018-02-01 00:00:00
CENSUS,9000,SILAGE,"CORN, SILAGE, IRRIGATED, CHEMIGATION - OPERATIONS WITH TREATED",24,00,,24.0,FIELD CROPS,,YEAR,51,STATE,,FERTILIZER,,ENVIRONMENTAL,,UNITED STATES,OPERATIONS,,2018,,,ALL CLASSES,00,51,,ANNUAL,TREATED,CORN,VIRGINIA,"IRRIGATED, CHEMIGATION",VA,,VIRGINIA,00000000,FERTILIZER: (TOTAL),2018-02-01 00:00:00
SURVEY,9000,ALL UTILIZATION PRACTICES,CORN - ACRES PLANTED,"98,000",00,,,FIELD CROPS,,YEAR,51,AGRICULTURAL DISTRICT,,TOTAL,,CROPS,,UNITED STATES,ACRES,,2019,NORTHERN,,ALL CLASSES,00,51,20,ANNUAL,AREA PLANTED,CORN,VIRGINIA,ALL PRODUCTION PRACTICES,VA,,"VIRGINIA, NORTHERN",00000000,NOT SPECIFIED,2020-02-20 15:00:33
SURVEY,9000,ALL UTILIZATION PRACTICES,CORN - ACRES PLANTED,"89,000",00,,,FIELD CROPS,,YEAR,51,AGRICULTURAL DISTRICT,,TOTAL,,CROPS,,UNITED STATES,ACRES,,2018,NORTHERN,,ALL CLASSES,00,51,20,ANNUAL,AREA PLANTED,CORN,VIRGINIA,ALL PRODUCTION PRACTICES,VA,,"VIRGINIA, NORTHERN",00000000,NOT SPECIFIED,2019-03-21 15:00:18
SURVEY,9000,ALL UTILIZATION PRACTICES,CORN - ACRES PLANTED,"33,000",00,,,FIELD CROPS,,YEAR,51,AGRICULTURAL DISTRICT,,TOTAL,,CROPS,,UNITED STATES,ACRES,,2019,WESTERN,,ALL CLASSES,00,51,40,ANNUAL,AREA PLANTED,CORN,VIRGINIA,ALL PRODUCTION PRACTICES,VA,,"VIRGINIA, WESTERN",00000000,NOT SPECIFIED,2020-02-20 15:00:33
SURVEY,9000,ALL UTILIZATION PRACTICES,CORN - ACRES PLANTED,"29,000",00,,,FIELD CROPS,,YEAR,51,AGRICULTURAL DISTRICT,,TOTAL,,CROPS,,UNITED STATES,ACRES,,2018,WESTERN,,ALL CLASSES,00,51,40,ANNUAL,AREA PLANTED,CORN,VIRGINIA,ALL PRODUCTION PRACTICES,VA,,"VIRGINIA, WESTERN",00000000,NOT SPECIFIED,2019-03-21 15:00:18
SURVEY,9000,ALL UTILIZATION PRACTICES,CORN - ACRES PLANTED,"79,000",00,,,FIELD CROPS,,YEAR,51,AGRICULTURAL DISTRICT,,TOTAL,,CROPS,,UNITED STATES,ACRES,,2019,CENTRAL,,ALL CLASSES,00,51,50,ANNUAL,AREA PLANTED,CORN,VIRGINIA,ALL PRODUCTION PRACTICES,VA,,"VIRGINIA, CENTRAL",00000000,NOT SPECIFIED,2020-02-20 15:00:33
SURVEY,9000,ALL UTILIZATION PRACTICES,CORN - ACRES PLANTED,"72,000",00,,,FIELD CROPS,,YEAR,51,AGRICULTURAL DISTRICT,,TOTAL,,CROPS,,UNITED STATES,ACRES,,2018,CENTRAL,,ALL CLASSES,00,51,50,ANNUAL,AREA PLANTED,CORN,VIRGINIA,ALL PRODUCTION PRACTICES,VA,,"VIRGINIA, CENTRAL",00000000,NOT SPECIFIED,2019-03-21 15:00:18
SURVEY,9000,ALL UTILIZATION PRACTICES,CORN - ACRES PLANTED,"177,000",00,,,FIELD CROPS,,YEAR,51,AGRICULTURAL DISTRICT,,TOTAL,,CROPS,,UNITED STATES,ACRES,,2019,EASTERN,,ALL CLASSES,00,51,60,ANNUAL,AREA PLANTED,CORN,VIRGINIA,ALL PRODUCTION PRACTICES,VA,,"VIRGINIA, EASTERN",00000000,NOT SPECIFIED,2020-02-20 15:00:33
SURVEY,9000,ALL UTILIZATION PRACTICES,CORN - ACRES PLANTED,"159,000",00,,,FIELD CROPS,,YEAR,51,AGRICULTURAL DISTRICT,,TOTAL,,CROPS,,UNITED STATES,ACRES,,2018,EASTERN,,ALL CLASSES,00,51,60,ANNUAL,AREA PLANTED,CORN,VIRGINIA,ALL PRODUCTION PRACTICES,VA,,"VIRGINIA, EASTERN",00000000,NOT SPECIFIED,2019-03-21 15:00:18
SURVEY,9000,ALL UTILIZATION PRACTICES,CORN - ACRES PLANTED,"20,000",00,,,FIELD CROPS,,YEAR,51,AGRICULTURAL DISTRICT,,TOTAL,,CROPS,,UNITED STATES,ACRES,,2019,SOUTHWESTERN,,ALL CLASSES,00,51,70,ANNUAL,AREA PLANTED,CORN,VIRGINIA,ALL PRODUCTION PRACTICES,VA,,"VIRGINIA, SOUTHWESTERN",00000000,NOT SPECIFIED,2020-02-20 15:00:33
SURVEY,9000,ALL UTILIZATION PRACTICES,CORN - ACRES PLANTED,"19,000",00,,,FIELD CROPS,,YEAR,51,AGRICULTURAL DISTRICT,,TOTAL,,CROPS,,UNITED STATES,ACRES,,2018,SOUTHWESTERN,,ALL CLASSES,00,51,70,ANNUAL,AREA PLANTED,CORN,VIRGINIA,ALL PRODUCTION PRACTICES,VA,,"VIRGINIA, SOUTHWESTERN",00000000,NOT SPECIFIED,2019-03-21 15:00:18
