slug_id,slug_name,report_title,published_date,markets,market_types,offices,hasCorrectionsInLastThreeDays,sectionNames
1082,MD_DA128,Cheese - Oceania,07/21/2022 08:28:02,[],['Point of Sale - Dairy'],['Madison'],False,[]
1083,MD_DA830,Cheese - Midwestern U.S.,07/27/2022 11:55:03,[],['Point of Sale - Dairy'],['Madison'],False,[]
1084,MD_DA810,Cheese - Northeastern U.S.,07/27/2022 09:55:02,[],['Point of Sale - Dairy'],['Madison'],False,[]
1085,MD_DA840,Cheese - Western U.S.,07/27/2022 14:25:02,[],['Point of Sale - Dairy'],['Madison'],False,[]
1089,MD_DA431,Butter - Central U.S.,07/27/2022 14:25:02,[],['Point of Sale - Dairy'],['Madison'],False,[]
1090,MD_DA410,Butter - Eastern U.S.,07/27/2022 09:55:03,[],['Point of Sale - Dairy'],['Madison'],False,[]
1091,MD_DA440,Butter - Western U.S.,07/27/2022 14:25:02,[],['Point of Sale - Dairy'],['Madison'],False,[]
1092,MD_DA811,Cheese - Foreign Type,07/27/2022 09:55:02,[],['Point of Sale - Dairy'],['Madison'],False,[]
1095,MD_DA953,Weekly Cold Storage Holding - U.S.,07/27/2022 11:55:02,['National Cold Storage'],['Cold Storage'],['Madison'],False,[]
1098,MD_DA104,Butter/Butteroil - Europe,07/21/2022 08:24:02,[],['Point of Sale - Dairy'],['Madison'],False,[]
1099,MD_DA124,Butter - Oceania,07/21/2022 08:27:02,[],['Point of Sale - Dairy'],['Madison'],False,[]
1100,MD_DA230,Fluid Milk and Cream - Central U.S.,07/28/2022 09:24:02,[],['Point of Sale - Dairy'],['Madison'],False,[]
1101,MD_DA210,Fluid Milk And Cream Review - Eastern U.S.,07/27/2022 11:55:03,[],['Point of Sale - Dairy'],['Madison'],False,[]
1102,MD_DA240,Fluid Milk and Cream - Western U.S.,07/28/2022 09:27:31,[],['Point of Sale - Dairy'],['Madison'],False,[]
1234,AMS_1234,"Green City Livestock Auction Replacement Cattle Special - Green City, MO",04/18/2022 08:26:46,['Green City Livestock Auction'],['Auction Livestock (Special)'],"['Jefferson City, MO']",False,[]
1235,AMS_1235,"New Cambria Livestock Market Replacement Cattle Special - New Cambria, MO",04/10/2022 18:30:30,['New Cambria Livestock Market'],['Auction Livestock (Special)'],"['Jefferson City, MO']",False,[]
1236,AMS_1236,"Unionville Livestock Market LLC Replacement Cattle Special - Unionville, MO",12/08/2021 13:07:59,['Unionville Livestock Market LLC'],['Auction Livestock (Special)'],"['Jefferson City, MO']",False,[]
1237,AMS_1237,"Unionville Livestock Market  - Unionville, MO",07/26/2022 17:12:21,['Unionville Livestock Market LLC'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1245,AMS_1245,"Joplin Regional Stockyards Feeder Cattle - Carthage, MO",07/25/2022 14:58:55,['Joplin Regional Stockyards'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1248,AMS_1248,"New Cambria Livestock Market - New Cambria, MO",07/21/2022 17:45:58,['New Cambria Livestock Market'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1249,AMS_1249,"Ozarks Regional Stockyards Feeder Cattle - West Plains, MO",07/26/2022 16:40:06,['Ozarks Regional Stockyards'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1254,AMS_1254,"Green City Livestock Auction - Green City, MO",07/06/2022 16:02:03,['Green City Livestock Auction'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1255,AMS_1255,"Springfield Livestock Marketing Center Feeder Cattle - Springfield, MO",07/27/2022 14:29:55,['Springfield Livestock Marketing Center'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1280,AMS_1280,"Oklahoma National Stockyards Feeder Cattle - Oklahoma City, OK",07/26/2022 09:03:00,['Oklahoma National Stockyards Market'],['Auction Livestock'],"['Oklahoma City, OK']",False,[]
1281,AMS_1281,"OKC West Livestock Auction  - El Reno, OK",07/27/2022 14:41:47,['OKC West Livestock Market'],['Auction Livestock'],"['Oklahoma City, OK']",False,[]
1290,AMS_1290,"Santa Teresa Livestock Auction - Santa Teresa, NM",07/29/2022 13:08:38,['Santa Teresa Livestock Auction'],['Auction Livestock (Imported)'],"['Las Cruces, NM']",False,[]
1418,AMS_1418,"Columbia Livestock Auction - Lake City, FL",07/25/2022 19:10:33,['Columbia Livestock Market'],['Auction Livestock'],"['Tallahassee, FL']",False,[]
1419,AMS_1419,"Okeechobee Livestock Auction - Okeechobee, FL (Tue)",07/26/2022 20:39:16,['Okeechobee Livestock Auction (Tue)'],['Auction Livestock'],"['Tallahassee, FL']",False,[]
1420,AMS_1420,"Townsend Livestock Auction - Madison, FL",07/26/2022 15:12:18,['Townsend Livestock Market'],['Auction Livestock'],"['Tallahassee, FL']",False,[]
1421,AMS_1421,"Sumter County Livestock Auction - Webster, FL",07/26/2022 17:13:15,['Sumter County Farmers Market'],['Auction Livestock'],"['Tallahassee, FL']",False,[]
1422,AMS_1422,"Arcadia Livestock Auction - Arcadia, FL (Wed)",07/27/2022 16:46:43,['Arcadia Stockyard (Wed)'],['Auction Livestock'],"['Tallahassee, FL']",False,[]
1423,AMS_1423,"North Florida Livestock Auction - Ellisville, FL",12/16/2021 13:24:07,['North Florida Livestock Market'],['Auction Livestock'],"['Tallahassee, FL']",False,[]
1424,AMS_1424,"Ocala Livestock Auction - Ocala, FL",07/25/2022 14:41:57,['Ocala Livestock Market'],['Auction Livestock'],"['Tallahassee, FL']",False,[]
1427,AMS_1427,National Weekly Shell Egg Inventory,07/25/2022 13:36:08,[],['Inventory-Eggs'],"['Des Moines, IA']",False,[]
1510,AMS_1510,"St Joseph Stockyards Slaughter / Replacement Cattle - St Joseph, MO",12/20/2021 11:51:58,['St Joseph Stockyards Market'],['Auction Livestock'],"['St Joseph, MO']",False,[]
1512,AMS_1512,"St Joseph Stockyards Feeder Cattle - St Joseph, MO",12/09/2021 07:22:05,['St Joseph Stockyards Market'],['Auction Livestock'],"['St Joseph, MO']",False,[]
1602,MD_DA998,CME Group - Weekly Recap,07/29/2022 11:02:51,[],['Point of Sale - Dairy'],['Madison'],False,[]
1603,MD_DA997,CME Group - Daily Cash Trading - Week to Date,07/29/2022 11:01:55,[],['Point of Sale - Dairy'],['Madison'],False,[]
1607,AMS_1607,"Cattlemen's Livestock Auction - Lakeland, FL",07/26/2022 17:13:32,"[""Cattlemen's Livestock Auction Market, Inc""]",['Auction Livestock'],"['Tallahassee, FL']",False,[]
1608,AMS_1608,"Okeechobee Livestock Auction - Okeechobee, FL (Mon)",07/25/2022 20:39:41,['Okeechobee Livestock Auction (Mon)'],['Auction Livestock'],"['Tallahassee, FL']",False,[]
1609,AMS_1609,"Arcadia Livestock Auction - Arcadia, FL (Mon)",07/25/2022 14:22:38,['Arcadia Stockyard (Mon)'],['Auction Livestock'],"['Tallahassee, FL']",False,[]
1613,CN_FC_OFF,Forward Contracting Report,07/08/2022 11:22:36,['Memphis (Cotton Classing Office)'],['Cotton Forward Contract'],"['Memphis, TN']",False,[]
1622,AMS_1622,"Windsor Livestock Auction - Windsor, MO",07/27/2022 17:30:18,['Windsor Livestock Auction'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1623,DYMAVERAGESYTD,Dairy Monthly Averages,07/07/2022 09:30:32,[],['Point of Sale - Dairy'],['Madison'],False,['CME Monthly Averages']
1624,AMS_1624,Weekly Poultry & Egg Cold Storage Holdings - U.S.,07/26/2022 14:55:16,['PY National Cold Storage'],['Cold Storage'],['Madison'],False,[]
1625,CNDCQS,Daily Cotton Quality Summary by Office,07/29/2022 06:34:19,['Memphis (Cotton Classing Office)'],['Cotton Quality'],"['Memphis, TN']",False,[]
1626,CNWQCO-03,Florence Classing Office Weekly Quality Report,02/11/2022 09:37:13,['Florence (Cotton Classing Office)'],['Cotton Quality'],"['Florence, SC']",False,[]
1627,CNWQCO-07,Macon Classing Office Weekly Quality Report,01/14/2022 09:34:23,['Macon (Cotton Classing Office)'],['Cotton Quality'],"['Macon, GA']",False,[]
1628,CNWQCO-28,Rayville Classing Office Weekly Quality Report,01/03/2022 07:16:08,['Rayville (Cotton Classing Office)'],['Cotton Quality'],"['Rayville, LA']",False,[]
1629,CNWQCO-30,Dumas Classing Office Weekly Quality Report,01/03/2022 08:08:07,['Dumas (Cotton Classing Office)'],['Cotton Quality'],"['Dumas, AR']",False,[]
1630,CNWQCO-40,Memphis Classing Office Weekly Quality Report,01/21/2022 08:37:33,['Memphis (Cotton Classing Office)'],['Cotton Quality'],"['Memphis, TN']",False,[]
1631,CNWQCO-50,Abilene Classing Office Weekly Quality Report,03/04/2022 11:04:46,['Abilene (Cotton Classing Office)'],['Cotton Quality'],"['Abilene, TX']",False,[]
1632,CNWQCO-60,Corpus Christi Classing Office Weekly Quality Report,07/29/2022 11:35:45,['Corpus Christi (Cotton Classing Office)'],['Cotton Quality'],"['Corpus Christi, TX']",False,[]
1633,CNWQCO-70,Lubbock Classing Office Weekly Quality Report,03/04/2022 09:31:48,['Lubbock (Cotton Classing Office)'],['Cotton Quality'],"['Lubbock, TX']",False,[]
1634,CNWQCO-72,Lamesa Classing Office Weekly Quality Report,03/25/2022 08:35:16,['Lamesa (Cotton Classing Office)'],['Cotton Quality'],"['Lamesa, TX']",False,[]
1635,CNWQCO-96,Visalia Classing Office Weekly Quality Report,04/29/2022 08:06:53,['Visalia (Cotton Classing Office)'],['Cotton Quality'],"['Visalia, CA']",False,[]
1646,CNWWQO,Cotton Weekly Quality Report by Office,07/29/2022 06:43:10,['Memphis (Cotton Classing Office)'],['Cotton Quality'],"['Memphis, TN']",False,"['ALL Other Attributes', 'Color Leaf', 'Summary']"
1650,AMS_1650,"Topeka Hay Auction - Topeka, IN",07/26/2022 21:50:13,['Topeka Hay Auction '],['Auction Hay'],"['Indianapolis, IN']",False,"['Price', 'Volumes']"
1651,AMS_1651,"Ozarks Regional Stockyards Slaughter / Replacement Cattle - West Plains, MO",07/27/2022 20:13:14,['Ozarks Regional Stockyards'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1652,CNDCQS_S,Daily Cotton Quality Summary by State,07/29/2022 06:36:11,['Memphis (Cotton Classing Office)'],['Cotton Quality'],"['Memphis, TN']",False,[]
1654,CNWWQS,Cotton Weekly Quality Report by State,07/29/2022 06:47:51,['Memphis (Cotton Classing Office)'],['Cotton Quality'],"['Memphis, TN']",False,"['ALL Other Attributes', 'Color Leaf', 'Summary']"
1655,AMS_1655,National Weekly Rice Summary,07/25/2022 15:47:30,['National Weekly Rice Summary'],['Point of Sale - Rice'],"['Little Rock, AR']",False,"['Report Header', 'Report Details']"
1658,CNAACQ,Annual Cotton Quality Report,07/01/2022 06:51:46,['Memphis (Cotton Classing Office)'],['Cotton Quality'],"['Memphis, TN']",False,"['Color-Leaf-Staple by State (Tables 1-19)', 'Upland State Data Tables 1 - 21 (Except Color-Leaf-Staple)', 'Historic US Tenderability (Table 22)', 'Color-Leaf by Office-State (Tables 23 - 25)', 'Office-State (Tables 23 - 31 Except Color-Leaf)', 'Pima Color-Leaf by State (Table 32)', 'Pima Data (Table 32 - 33 Except Color-Leaf)']"
1659,CNMMCQ,Monthly Season to Date Cotton Quality Report,06/07/2022 10:48:15,['Memphis (Cotton Classing Office)'],['Cotton Quality'],"['Memphis, TN']",False,"['Color-Leaf-Staple by State (Tables 1-19)', 'Upland State Data Tables 1 - 21 (Except Color-Leaf-Staple)', 'Historic US Tenderability (Table 22)', 'Color-Leaf by Office-State (Tables 23 - 25)', 'Office-State (Tables 23 - 31 Except Color-Leaf)', 'Pima Color-Leaf by State (Table 32)', 'Pima Data (Table 32 - 33 Except Color-Leaf)']"
1660,CNMCQS_R,Season To Date Quality Summary by Region,07/01/2022 06:55:36,['Memphis (Cotton Classing Office)'],['Cotton Quality'],"['Memphis, TN']",False,[]
1662,FVWTRDS,SC National Shipping Point Trends Report,07/28/2022 09:13:38,[],['Trends'],"['Washington, District of Columbia - SC']",False,"['Report Header', 'Report Details']"
1663,ORNTRDS,SC National Ornamental Trends Report,07/28/2022 15:42:41,[],['Trends'],"['Washington, District of Columbia - SC']",False,"['Report Header', 'Report Details']"
1664,AMS_1664,Monthly Dried Egg Inventory Report,03/13/2020 07:52:29,[],['Inventory-Eggs'],"['Des Moines, IA']",False,[]
1665,AMS_1665,Weekly Shell Eggs Processed Under Federal Inspection,07/27/2022 12:02:46,[],['Inventory-Eggs'],"['Des Moines, IA']",False,[]
1683,AMS_1683,"Subasta de Ganado Santa Teresa - Santa Teresa, NM",07/29/2022 13:16:54,['Santa Teresa Livestock Auction'],['Auction Livestock (Imported)'],"['Las Cruces, NM']",False,[]
1684,AMS_1684,"Cattlemens Livestock Auction - Glenwood, AR",08/09/2021 08:11:13,"['Cattlemens Livestock Auction - Glenwood, AR']",['Auction Livestock'],"['Little Rock, AR']",False,[]
1703,AMS_1703,Florida Daily Livestock Auction Summary,07/28/2022 05:07:11,[],['Auction Livestock'],"['Tallahassee, FL']",False,[]
1704,AMS_1704,Florida Weekly Livestock Auction Summary,07/29/2022 05:14:23,[],['Auction Livestock'],"['Tallahassee, FL']",False,[]
1716,AMS_1716,"Wolgemuth Hay Auction - New Holland, PA (Monday)",07/25/2022 11:27:47,['Wolgemuth Hay Auction - New Holland'],['Auction Hay'],"['New Holland, PA']",False,"['Price', 'Volumes']"
1725,AMS_1725,"Wolgemuth Hay Auction - Leola, PA (Wednesday)",07/27/2022 10:51:13,['Wolgemuth Hay Auction - Leola'],['Auction Hay'],"['New Holland, PA']",False,"['Price', 'Volumes']"
1726,AMS_1726,"Kirkwood Hay Auction - Kirkwood, PA (Tuesday)",06/07/2022 09:13:04,['Kirkwood Hay Auction'],['Auction Hay'],"['New Holland, PA']",False,"['Price', 'Volumes']"
1772,AMS_1772,"Public Auction Yards Sheep & Goat Auction - Billings, MT",07/25/2022 16:51:55,['Public Auction Yards'],['Auction Livestock'],"['Billings, MT']",False,[]
1773,AMS_1773,"Miles City Livestock Commission Auction - Miles City, MT",07/26/2022 12:32:21,['Miles City Livestock Commission'],['Auction Livestock'],"['Billings, MT']",False,[]
1774,AMS_1774,"Public Auction Yards Livestock Cattle Auction - Billings, MT (Wed)",07/27/2022 13:27:17,['Public Auction Yards'],['Auction Livestock'],"['Billings, MT']",False,[]
1775,AMS_1775,"Billings Livestock Commission Cattle Auction - Billings, MT (Mon)",04/12/2022 13:38:44,['Billings Livestock Commission'],['Auction Livestock'],"['Billings, MT']",False,[]
1776,AMS_1776,"Public Auction Yards Livestock Cattle Auction - Billings, MT (Fri)",02/25/2022 15:41:16,['Public Auction Yards'],['Auction Livestock'],"['Billings, MT']",False,[]
1777,AMS_1777,"Billings Livestock Commission Cattle Auction - Billings, MT (Thu)",07/21/2022 15:24:04,['Billings Livestock Commission'],['Auction Livestock'],"['Billings, MT']",False,[]
1778,AMS_1778,Montana Weekly Livestock Auction Summary,07/25/2022 07:20:01,[],"['Auction Livestock', 'Auction Livestock (Special)']","['Billings, MT']",False,[]
1779,AMS_1779,"Clovis Livestock Auction Slaughter/Replacement Cattle - Clovis, NM",08/06/2021 10:40:55,['Clovis Livestock Auction'],['Auction Livestock'],"['Portales, NM']",False,[]
1781,AMS_1781,"Clovis Livestock Auction - Clovis, NM",05/18/2022 16:56:01,['Clovis Livestock Auction'],['Auction Livestock'],"['Portales, NM']",False,[]
1782,AMS_1782,"Roswell Livestock Auction - Roswell, NM",04/26/2022 08:47:09,['Roswell Livestock Auction'],['Auction Livestock'],"['Portales, NM']",False,[]
1783,AMS_1783,"Cattlemen's Livestock Auction - Belen, NM",07/29/2022 19:49:05,"[""Cattlemen's Livestock Auction - Belen, NM""]",['Auction Livestock'],"['Portales, NM']",False,[]
1784,AMS_1784,New Mexico Weekly Cattle Summary,07/25/2022 06:49:09,[],"['Auction Livestock', 'Auction Livestock (Special)']","['Portales, NM']",False,[]
1785,AMS_1785,Missouri (East Central) Weekly Cattle Auction Summary,07/29/2022 06:31:37,"['Interstate Regional Stockyards', 'South Central Regional Stockyards']","['Auction Livestock', 'Auction Livestock (Special)']","['Jefferson City, MO']",False,[]
1786,AMS_1786,"Green City Livestock Auction Thanksgiving Special - Green City, MO",11/26/2021 16:51:45,['Green City Livestock Auction'],['Auction Livestock (Special)'],"['Jefferson City, MO']",False,[]
1788,AMS_1788,"Springfield Livestock Marketing Center Slaughter/Replacement Cattle - Springfield, MO",07/25/2022 17:29:37,['Springfield Livestock Marketing Center'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1789,AMS_1789,"F and T Livestock Market Slaughter Cattle - Palmyra, MO",07/25/2022 22:18:30,['F&T Livestock Market'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1790,AMS_1790,"Show-Me-Select Special - Carthage, MO",05/21/2022 10:15:31,"['Show-Me-Select (Carthage, MO)']",['Auction Livestock (Special Graded)'],"['Jefferson City, MO']",False,[]
1791,AMS_1791,"Show-Me-Select Special - Fruitland, MO",05/07/2022 14:25:00,"['Show-Me-Select (Fruitland, MO)']",['Auction Livestock (Special Graded)'],"['Jefferson City, MO']",False,[]
1792,AMS_1792,"Show-Me-Select Special - Palmyra, MO",06/05/2022 21:49:59,"['Show-Me-Select (Palmyra, MO)']",['Auction Livestock (Special Graded)'],"['Jefferson City, MO']",False,[]
1793,AMS_1793,"Show-Me-Select Special - Farmington, MO",05/14/2022 17:08:44,"['Show-Me-Select (Farmington, MO)']",['Auction Livestock (Special Graded)'],"['Jefferson City, MO']",False,[]
1794,AMS_1794,"Show-Me-Select Special - Kingsville, MO",05/23/2022 06:25:36,"['Show-Me-Select (Kingsville, MO)']",['Auction Livestock (Special Graded)'],"['Jefferson City, MO']",False,[]
1795,AMS_1795,"Show-Me-Select Special - Kirksville, MO",11/21/2021 21:12:28,"['Show-Me-Select (Kirksville, MO)']",['Auction Livestock (Special Graded)'],"['Jefferson City, MO']",False,[]
1796,AMS_1796,"Thomasville Stockyard Feeder Cattle Board Sale - Thomasville, GA",03/24/2021 07:21:20,['Thomasville'],['Auction Livestock (Board Sale)'],"['Thomasville, GA']",False,[]
1797,AMS_1797,"Joplin Regional Stockyards Slaughter/Replacement Cattle- Carthage, MO",07/27/2022 12:51:24,['Joplin Regional Stockyards'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1798,AMS_1798,"Joplin Regional Stockyards Replacement Cattle Special - Carthage, MO",03/06/2021 20:17:13,['Joplin Regional Stockyards'],['Auction Livestock (Special)'],"['Jefferson City, MO']",False,[]
1799,AMS_1799,"Springfield Livestock Marketing Center Replacement Cattle Special - Springfield, MO",06/20/2022 05:22:39,['Springfield Livestock Marketing Center'],['Auction Livestock (Special)'],"['Jefferson City, MO']",False,[]
1800,AMS_1800,"Callaway Livestock Center Replacement Cattle Special - Kingdom City, MO",06/06/2022 07:04:31,['Callaway Livestock Center'],['Auction Livestock (Special)'],"['Jefferson City, MO']",False,[]
1801,AMS_1801,"Lolli Brothers Livestock Market Replacement Cattle Special - Macon, MO",02/26/2022 12:41:28,['Lolli Brothers Livestock Market'],['Auction Livestock (Special)'],"['Jefferson City, MO']",False,[]
1802,AMS_1802,"Turner County Stockyard Feeder Cattle Board Sale - Ashburn, Ga",08/06/2020 13:05:08,['Ashburn'],['Auction Livestock (Board Sale)'],"['Thomasville, GA']",False,[]
1803,AMS_1803,"SEMO Livestock Sales Sheep/Goat - Jackson, MO",07/15/2022 12:39:43,['SEMO Livestock Sales'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1804,AMS_1804,"Buffalo Livestock Market Sheep/Goat - Buffalo, MO",07/26/2022 21:21:46,['Buffalo Livestock Market'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1805,AMS_1805,"TS White Sheep/Goat - Diamond, MO",07/21/2022 20:47:05,['TS White Sheep and Goat Sale'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1806,AMS_1806,"Producers Auction Yards Sheep/Goat - Norwood, MO",07/23/2022 19:06:49,['Producers Auction Yards (Missouri)'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1807,AMS_1807,"Montgomery County Livestock Auction Sheep/Goat - Montgomery City, MO",07/14/2022 23:53:42,['Montgomery County Livestock Auction'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1808,AMS_1808,Southeast Livestock Exchange Feeder Cattle Board Sale - Georgia,11/12/2020 06:01:44,['Southeast'],['Auction Livestock (Board Sale)'],"['Thomasville, GA']",False,[]
1809,AMS_1809,"Patton Junction Livestock Auction - Patton Junction, MO",07/01/2021 11:46:04,['Patton Junction Livestock Auction'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1810,AMS_1810,"Eastern MO Commission Company - Bowling Green, MO",07/29/2022 14:35:22,['Eastern Missouri Commission Company'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1811,AMS_1811,"MO-Kan Livestock Market - Butler, MO",07/28/2022 16:38:29,['Mo-Kan Livestock Market'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1812,AMS_1812,"Farmington Regional Stockyards - Farmington, MO",07/28/2022 07:37:06,['Farmington Regional Stockyards'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1813,AMS_1813,"Lolli Brothers Livestock Market - Macon, MO",07/26/2022 13:53:43,['Lolli Brothers Livestock Market'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1814,AMS_1814,"Interstate Regional Stockyards - Cuba, MO",07/26/2022 18:40:17,['Interstate Regional Stockyards'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1815,AMS_1815,"Kingsville Livestock Auction - Kingsville, MO",07/26/2022 17:42:16,['Kingsville Livestock Auction'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1816,AMS_1816,"F and T Livestock Market Feeder/Replacement Cattle - Palmyra, MO",07/25/2022 22:28:18,['F&T Livestock Market'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1817,AMS_1817,"South Central Regional Stockyards - Vienna, MO",07/27/2022 15:43:55,['South Central Regional Stockyards'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1818,AMS_1818,"Central Missouri Sale Company - Sedalia, MO",09/27/2021 16:38:53,['Central Missouri Sales Company'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1819,AMS_1819,"Callaway Livestock Center - Kingdom City, MO",07/25/2022 15:07:59,['Callaway Livestock Center'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1820,AMS_1820,"Douglas County Livestock Auction - Ava, MO",07/28/2022 18:39:00,['Douglas County Livestock Auction'],['Auction Livestock'],"['Jefferson City, MO']",False,[]
1821,AMS_1821,Missouri Weekly Cattle Auction Summary,07/25/2022 09:05:50,[],"['Auction Livestock', 'Auction Livestock (Special)']","['Jefferson City, MO', 'St Joseph, MO']",False,[]
1822,AMS_1822,"Joplin Regional Stockyards Feeder Cattle Special- Carthage, MO",06/23/2022 13:49:04,['Joplin Regional Stockyards'],['Auction Livestock (Special)'],"['Jefferson City, MO']",False,[]
1823,AMS_1823,"Oklahoma National Stockyards Slaughter/Replacement Cattle - Oklahoma City, OK",07/27/2022 09:34:16,['Oklahoma National Stockyards Market'],['Auction Livestock'],"['Oklahoma City, OK']",False,[]
1824,AMS_1824,"Woodward Livestock Auction Slaughter/Replacement Cattle  - Woodward, OK",07/26/2022 13:44:30,['Woodward Livestock Inc'],['Auction Livestock'],"['Oklahoma City, OK']",False,[]
1825,AMS_1825,"OKC West Livestock Auction Slaughter/Replacement Cattle - El Reno, OK",07/25/2022 12:12:03,['OKC West Livestock Market'],['Auction Livestock'],"['Oklahoma City, OK']",False,[]
1826,AMS_1826,"Pawnee Sale Barn Sheep/Goat – Pawnee, OK",07/22/2022 11:49:54,['Pawnee Sale Barn Sheep and Goat Sale'],['Auction Livestock'],"['Oklahoma City, OK']",False,[]
1827,AMS_1827,"McAlester Union Livestock Auction - McAlester, OK",07/27/2022 06:26:35,['McAlester Union Stockyards'],['Auction Livestock'],"['Oklahoma City, OK']",False,[]
1828,AMS_1828,"Woodward Livestock Auction Feeder Cattle - Woodward, OK",07/28/2022 16:47:24,['Woodward Livestock Inc'],['Auction Livestock'],"['Oklahoma City, OK']",False,[]
1829,AMS_1829,"Apache Livestock Auction - Apache, OK",07/28/2022 18:50:27,['Apache Livestock Auction'],['Auction Livestock'],"['Oklahoma City, OK']",False,[]
1830,AMS_1830,"Southern Oklahoma Livestock Auction Feeder Cattle- Ada, OK",07/20/2022 19:15:07,['Southern Oklahoma Livestock Auction'],['Auction Livestock'],"['Oklahoma City, OK']",False,[]
1831,AMS_1831,Oklahoma Weekly Cattle Auction Summary,07/29/2022 08:38:24,[],"['Auction Livestock', 'Auction Livestock (Special)']","['Oklahoma City, OK']",False,[]
1832,AMS_1832,"Tulsa Livestock Auction - Tulsa, OK",07/25/2022 16:36:22,['Tulsa Stockyards Inc.'],['Auction Livestock'],"['Oklahoma City, OK']",False,[]
1833,AMS_1833,Missouri Weekly Sheep/Goat Auction Summary,07/29/2022 06:54:05,"['Buffalo Livestock Market', 'Montgomery County Livestock Auction', 'Producers Auction Yards (Missouri)', 'SEMO Livestock Sales', 'St Joseph Stockyards Market', 'TS White Sheep and Goat Sale']","['Auction Livestock', 'Auction Livestock (Special)']","['Jefferson City, MO', 'St Joseph, MO']",False,[]
